,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
321175,https://vermont.craigslist.org/apa/d/montpelier-2-bedroom-condo/7026612892.html,vermont,1400,condo,1000,2,1.5,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00b0b_3SrWOPXwOXG_600x450.jpg,"2 bedroom end unit for rent * Very close to downtown, Hubbard Park and recreation fields *Quiet Neighborhood * Kitchen, large common area and half bath downstairs  * 2 bedrooms, washer/dryer, full bath upstairs  * New paint throughout * Heat pump for AC and heat * Hardwood floors upstairs/downstairs  * Off street parking * trash, recycling, compost, plowing included * Tenant responsible for electric ( which is heat and water) *  No pets, no smoking  * 3 references , deposit and 1st monthâs rent * text or call Ben 730 six 8 two 3 or email",44.2641,-72.577,vt
321176,https://vermont.craigslist.org/apa/d/bennington-apartment-for-rent/7026561735.html,vermont,950,apartment,1000,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00w0w_8Tr3wB6vPbV_600x450.jpg,Itâs a 2 bedroom 1 bath apartment for rent.You need first and last month and security deposit at move in./2850/.I need proof of income such as w2 or paystub and proof of housing such as lease agreement.The utilities are paid by the tenants such as heat and electric.,42.8822,-73.1987,vt
321177,https://vermont.craigslist.org/apa/d/keene-reserve-your-hand-picked-unit-in/7026463065.html,vermont,1650,apartment,1016,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/01717_aoxTfbLODFG_600x450.jpg,"$500 security deposit with your good credit on all one and two bedroom apartments!!!  If youâre on the hunt for a modern apartment with historic flair, look no further than the brand new Colony Mill apartments in Keene! Constructed in the mid-1700s, this iconic landmark was once a cornerstone for the textile industry in Cheshire County, and today it is home to 89 beautifully renovated loft apartments that offer the perfect blend of modern convenience and old world charm.    This stunning iconic mill has original details like atriums, floor to ceiling windows, architectural features, original hardwood floors throughout and so much more. Each apartment at Colony Mill has a sleek, modern kitchen with granite countertops, stainless steel appliances, in-unit washer/dryer, central A/C and ample closet space. Many units also feature original hardwood flooring and floor-to-ceiling windows that provide scenic views of our cobblestone courtyard, downtown Keene and panoramic mountain views.    Colony Mill also offers a variety of onsite amenities, including fully equipped fitness center, game room, theatre room, and a Wifi Lounge.  Enjoy the nightlife? Residents have direct onsite access to Elm City Brewing Company, NBT Bank, and the Keene Casino.  All this without leaving the convenience of your parking lot.  We are pet friendly community, contact us for complete details on our pet policy.  Owned and professionally managed by Brady Sullivan Properties.   To schedule your personal tour, call us today at  show contact info  or click on the REPLY box above for our email contact info. Personal tours available 7 days a week: Monday - Saturday from 8:30 AM until 5:00 PM, Sunday from 12:00 PM â 5:00 PM.  *subject to change at any time.  Photos may represent similar unit.   es034                                            Keene, Gilsum, Sullivan, Spofford, Walpole, Chesterfield, Dublin, Stoddard, Nelson, Swanzey, West Swanzey, Marlborough, Westmoreland, Harrisville, Alstead, Marlow, West Chesterfield, Troy, Putney, Westminster",42.9627,-72.2955,vt
321178,https://vermont.craigslist.org/apa/d/south-burlington-3-bedroom-apartment/7026404166.html,vermont,1400,apartment,1500,3,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00u0u_rY1rleRp7M_600x450.jpg,"Large two bedroom apartment in Fort Ethan Allen , Colchester. Plenty of off street parking. Water and garbage included. Lotâs of extra space with new natural gas heating system. 1 1/2 baths with washer/dryer. Utilities not included   Credit Check and references required.  Available early December. No pets.",44.4632,-73.163,vt
321179,https://vermont.craigslist.org/apa/d/quechee-quechee-condo-furnished/7026369711.html,vermont,1400,condo,1150,2,1.5,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/01111_3TJsaJoc4Gz_600x450.jpg,"Fully furnished two bedroom, 1.5 bath condo. $1400/month plus utils. No Smoking and No Pets.",43.6641,-72.4331,vt
321180,https://vermont.craigslist.org/apa/d/burlington-north-hill-garden-apartment/7026295308.html,vermont,1950,apartment,1200,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,https://images.craigslist.org/00c0c_f8W2S4eFKwB_600x450.jpg,"Heat Included!  Beautiful apartment.  North Hill District. This two-bedroom, one bath, apartment has high ceilings, historic architectural details, a dining area, and a large common room. There is also  a shared large deck with table and chairs, garden and compost bin.  Washer and dryer in unit.  Rent: $1,950.00. Heat, water and garbage removal included.  Property details and amenities: â¢ ~1200 square feet â¢ Short walk/bike to Church Street, UVM, UVMMC and the Intervale â¢ Kitchen and dining area with refrigerator, dishwasher and gas stove â¢ Large living area â¢ Full bath with tub and shower â¢ Washer and dryer included in unit â¢ Hardwood floors â¢ Historic details â¢ 10 Foot Ceilings â¢ Basement storage area â¢ Deck with shared backyard  Location: 150 Loomis Street",44.4835,-73.2031,vt
321181,https://vermont.craigslist.org/apa/d/south-barre-fully-furnished-1-bedroom/7026217883.html,vermont,1300,apartment,700,1,1.0,0,0,0,0,0,1,w/d in unit,carport,https://images.craigslist.org/00L0L_hIDcNOWbZdY_600x450.jpg,"Beautiful views and yard on a dead end street in a quiet neighborhood.  Fully furnished including pots pans, dishes, silverware, linens and towels. Included in rent: Heat, electricity, internet, washer, dryer, off street parking. Four miles to Central Vermont Medical Center Hospital and I-89. Available Dec. 14.",44.1969,-72.5201,vt
321182,https://vermont.craigslist.org/apa/d/burlington-qhillburlbrandnew-studio1/7007102468.html,vermont,1430,apartment,720,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00f0f_fdNFFLiMUDG_600x450.jpg,"Newly Built Modern 55 Units 2500' from MCHV  ***  RESERVE YOUR NEW UNIT NOW w a $500. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.   * Hospital Resident Doctors, Nursing Staff and Medical Graduate student(s) Market rate rentals.   Next door to UVM Medical Campus Hospital DISTRICT. On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus and Hospital, University Mall. Shopping and Restaurant District   Close to Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  1 bed 1 bath  $1430, $1455 and $1495                Modern Studios $1225 - 1295.  2 bedroom's  $1720 to $1850    Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     315 Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4693,-73.1878,vt
321183,https://vermont.craigslist.org/apa/d/north-walpole-watch-out/7026104608.html,vermont,1,apartment,1000,2,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,https://images.craigslist.org/01212_83DDhb5QRY0_600x450.jpg,"Use caution when renting from Jim Procutio 30 FRONT ST... BEWARE BEWARE BEWARE....... He will enter your home without you there and without your knowledge!!! The last 5 tenants have caught him in their homes, he will also evict you for NO CAUSE if you happen to cross him wrong... BEWARE BEWARE BEWARE",43.1482,-72.4664,vt
321185,https://vermont.craigslist.org/apa/d/burlington-2-bedroom-2nd-floor-newly/7025814183.html,vermont,1600,apartment,1000,2,1.0,0,0,0,0,0,0,laundry in bldg,,https://images.craigslist.org/00T0T_YG18zDTfEM_600x450.jpg,"2nd-floor two-bedroom unit with views of UVM Horse Farm at Horizon Heights in South Burlington.  Kitchen with 2-year-old appliances; refrigerator, dishwasher and stove, and new tile floor. Dining area with sliding glass doors out to small deck. Renovated full bath with tub/shower, two bedrooms with large closets, spacious living room. Berber carpet throughout.    â¢ Rubbish and snow plowing included. downtown Burlington.   â¢ Shared coin operated washer/dryer in building  â¢ In-Ground Swimming Pool â¢ Tennis Court  â¢ Two marked parking spaces.  â¢ Great Location near UVM and UVM Medical Center  â¢ Credit check required, Background check required, References required â¢ 1 year lease. Deposit and first month's rent. Apartment is available January 1, 2020   Email or Text  show contact info  to arrange a showing.  Please reference Horizon Heights.",44.483999999999995,-73.2199,vt
321186,https://vermont.craigslist.org/apa/d/keene-save-money-this-holiday-season/7025744845.html,vermont,1600,apartment,899,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00T0T_eaboYU16FGz_600x450.jpg,"$500 security deposit with your good credit on all one and two bedroom apartments!!!  These elegant lofts apartments have it allâstyle, location, comfort and convenience, all rolled into a chic, pet-friendly rental community youâll love coming home to!   Colony Mill offers a variety of beautiful brand new studio, 1, 2 and 3 bedroom lofts that capture the buildingâs stunning historic style with soaring ceilings, bright, and over-sized windows, many with original wood flooring, exposed brick and beams and private entrances. Each unit is masterfully designed with a sleek, modern kitchen, in-home washer/dryer, central A/C and ample closet space. Colony Mill residents also enjoy unlimited access to our tastefully-appointed on-site amenities:   â¢	Fully-equipped fitness center  â¢	State-of-the-art theater room with cinema-style seating and big screen TV  â¢	Community room with lounge seating, full kitchen and billiards table  â¢	Wifi lounge  â¢	Lending library  To schedule your personal tour, call us today at  show contact info  or click on the REPLY box above for our email contact info. Personal tours available 7 days a week: Monday - Saturday from 8:30 AM until 5:00 PM, Sunday from 12:00 PM â 5:00 PM.   *subject to change at any time.  Photos may represent similar unit.   Owned and professionally managed by Brady Sullivan Properties.  es031                                   Keene, Gilsum, Sullivan, Spofford, Walpole, Chesterfield, Dublin, Stoddard, Nelson, Swanzey, West Swanzey, Marlborough, Westmoreland, Harrisville, Alstead, Marlow, West Chesterfield, Troy, Putney, Westminster",42.9627,-72.2955,vt
